License,StartLatitude,StartLongitude,StartTime,DestinationLatitude,DestinationLongitude,DestinationTime
5,48.114301,11.551703,2019-07-01 00:43:04,48.142978,11.551433,2019-07-01 01:18:04
24,48.113113,11.511374,2019-07-01 00:33:04,48.150295,11.567124,2019-07-01 01:18:04
25,48.138825,11.510671,2019-07-01 00:43:04,48.105904,11.537718,2019-07-01 01:18:04
4,48.142813,11.573468,2019-07-01 00:33:04,48.137677,11.548289,2019-07-01 01:18:04
26,48.179679,11.567172,2019-07-01 00:33:04,48.145789,11.527275,2019-07-01 01:18:04
27,48.154149,11.55827,2019-07-01 00:38:04,48.181116,11.554376,2019-07-01 01:18:04
28,48.094298,11.505616,2019-07-01 01:03:04,48.118751,11.567954,2019-07-01 01:18:04
29,48.131521,11.562697,2019-07-01 00:33:04,48.129074,11.557421,2019-07-01 01:23:04
30,48.134965,11.53636,2019-07-01 00:43:04,48.174545,11.58093,2019-07-01 01:23:04
31,48.113239,11.549661,2019-07-01 01:03:04,48.112704,11.50365,2019-07-01 01:23:04
32,48.123916,11.567466,2019-07-01 00:58:04,48.162323,11.588267,2019-07-01 01:23:04
33,48.162292,11.586251,2019-07-01 00:53:04,48.117878,11.569725,2019-07-01 01:23:04
34,48.153338,11.56511,2019-07-01 01:03:04,48.132387,11.582806,2019-07-01 01:28:04
35,48.112631,11.506529,2019-07-01 01:03:04,48.11321,11.512321,2019-07-01 01:28:04
36,48.16121,11.581157,2019-07-01 01:03:04,48.112468,11.518952,2019-07-01 01:28:04
37,48.116829,11.534303,2019-07-01 01:18:04,48.120189,11.522429,2019-07-01 01:28:04
38,48.116197,11.538083,2019-07-01 01:03:04,48.117859,11.526128,2019-07-01 01:28:04
39,48.135494,11.581039,2019-07-01 00:38:04,48.109767,11.609216,2019-07-01 01:28:04
40,48.114563,11.582778,2019-07-01 01:03:04,48.095412,11.505386,2019-07-01 01:33:04
41,48.140576,11.525178,2019-07-01 01:03:04,48.140696,11.518693,2019-07-01 01:33:04
42,48.161444,11.541193,2019-07-01 01:03:04,48.110794,11.547768,2019-07-01 01:38:04
16,48.121032,11.586397,2019-07-01 01:18:04,48.134418,11.558551,2019-07-01 01:43:04
33,48.117878,11.569725,2019-07-01 01:28:04,48.119863,11.540194,2019-07-01 01:43:04
43,48.15231,11.535002,2019-07-01 00:33:04,48.153537,11.627311,2019-07-01 01:43:04
44,48.147682,11.574258,2019-07-01 01:18:04,48.118474,11.531594,2019-07-01 01:48:04
45,48.157336,11.56596,2019-07-01 01:03:04,48.148444,11.458886,2019-07-01 01:48:04
46,48.147897,11.566996,2019-07-01 01:18:04,48.150829,11.576307,2019-07-01 01:58:04
47,48.169164,11.58816,2019-07-01 01:38:04,48.174263,11.592118,2019-07-01 01:58:04
48,48.188898,11.579482,2019-07-01 01:33:04,48.18451,11.609653,2019-07-01 01:58:04
49,48.123085,11.558476,2019-07-01 00:03:04,48.130804,11.55843,2019-07-01 02:03:04
50,48.183771,11.593494,2019-07-01 01:43:04,48.123566,11.59193,2019-07-01 02:03:04
51,48.143617,11.464599,2019-07-01 01:38:04,48.112085,11.4612,2019-07-01 02:08:04
52,48.181838,11.519291,2019-07-01 01:38:04,48.154229,11.582191,2019-07-01 02:08:04
6,48.178246,11.591535,2019-07-01 01:38:04,48.099953,11.532371,2019-07-01 02:08:04
53,48.137147,11.586186,2019-07-01 01:48:04,48.151789,11.562514,2019-07-01 02:13:04
54,48.114775,11.503743,2019-07-01 01:48:04,48.168902,11.561401,2019-07-01 02:13:04
55,48.121645,11.582151,2019-07-01 01:58:04,48.132526,11.622036,2019-07-01 02:18:04
56,48.137119,11.586539,2019-07-01 01:38:04,48.088032,11.504876,2019-07-01 02:18:04
57,48.137501,11.58312,2019-07-01 01:28:04,48.149391,11.458091,2019-07-01 02:18:04
58,48.106453,11.603095,2019-07-01 01:48:04,48.127976,11.567632,2019-07-01 02:23:04
5,48.142978,11.551433,2019-07-01 02:03:04,48.175166,11.581593,2019-07-01 02:23:04
34,48.132387,11.582806,2019-07-01 01:48:04,48.091609,11.529779,2019-07-01 02:23:04
1,48.100451,11.545499,2019-07-01 02:08:04,48.127952,11.555009,2019-07-01 02:33:04
59,48.158276,11.545385,2019-07-01 01:58:04,48.125785,11.582685,2019-07-01 02:38:04
60,48.178762,11.590068,2019-07-01 02:13:04,48.155574,11.509738,2019-07-01 02:38:04
61,48.135293,11.525058,2019-07-01 02:13:04,48.1806,11.51873,2019-07-01 02:38:04
62,48.179711,11.570405,2019-07-01 02:18:04,48.135778,11.497234,2019-07-01 02:38:04
63,48.125239,11.604178,2019-07-01 02:38:04,48.094162,11.524056,2019-07-01 02:43:04
27,48.181116,11.554376,2019-07-01 02:23:04,48.181045,11.554401,2019-07-01 02:48:04
64,48.194273,11.586493,2019-07-01 02:28:04,48.152579,11.621431,2019-07-01 02:53:04
65,48.1406,11.50445,2019-07-01 02:23:04,48.100723,11.524075,2019-07-01 02:53:04
47,48.174263,11.592118,2019-07-01 02:43:04,48.167782,11.588247,2019-07-01 02:58:04
66,48.131956,11.507023,2019-07-01 02:48:04,48.132738,11.525643,2019-07-01 03:03:04
67,48.123561,11.568191,2019-07-01 02:43:04,48.118336,11.553523,2019-07-01 03:08:04
4,48.137677,11.548289,2019-07-01 02:33:04,48.185503,11.557358,2019-07-01 03:08:04
68,48.086408,11.518981,2019-07-01 02:48:04,48.141914,11.557585,2019-07-01 03:13:04
69,48.146879,11.506117,2019-07-01 02:53:04,48.140273,11.514729,2019-07-01 03:18:05
70,48.170726,11.5817,2019-07-01 02:53:04,48.103809,11.539263,2019-07-01 03:23:04
71,48.146673,11.602558,2019-07-01 02:53:04,48.152168,11.6178,2019-07-01 03:23:04
72,48.167142,11.583829,2019-07-01 02:58:04,48.249963,11.633703,2019-07-01 03:33:04
73,48.127604,11.590871,2019-07-01 03:23:04,48.141986,11.557231,2019-07-01 03:53:04
12,48.147704,11.57635,2019-07-01 03:18:05,48.197826,11.610329,2019-07-01 03:53:04
49,48.130804,11.55843,2019-07-01 03:38:04,48.119259,11.55043,2019-07-01 03:58:04
74,48.182108,11.571416,2019-07-01 03:23:04,48.141985,11.557225,2019-07-01 04:03:04
75,48.130816,11.630556,2019-07-01 01:58:04,48.118339,11.547688,2019-07-01 04:23:04
16,48.134418,11.558551,2019-07-01 03:28:04,48.156438,11.54044,2019-07-01 04:23:04
76,48.121453,11.496794,2019-07-01 03:53:04,48.138051,11.558688,2019-07-01 04:33:04
77,48.200395,11.601942,2019-07-01 03:53:04,48.14219,11.55567,2019-07-01 04:33:04
74,48.141985,11.557225,2019-07-01 04:08:04,48.155169,11.557246,2019-07-01 04:38:04
48,48.18451,11.609653,2019-07-01 04:13:04,48.13862,11.555951,2019-07-01 04:43:04
78,48.158033,11.565003,2019-07-01 04:23:04,48.192605,11.569493,2019-07-01 04:43:04
79,48.111099,11.568575,2019-07-01 04:18:04,48.084387,11.509148,2019-07-01 04:48:04
80,48.11653,11.604939,2019-07-01 04:23:04,48.16423,11.644983,2019-07-01 04:53:04
47,48.167782,11.588247,2019-07-01 04:18:04,48.142362,11.556394,2019-07-01 04:58:04
81,48.17937,11.565481,2019-07-01 04:33:04,48.092506,11.530141,2019-07-01 04:58:04
32,48.162323,11.588267,2019-07-01 04:38:04,48.163259,11.564045,2019-07-01 05:03:04
82,48.128826,11.591645,2019-07-01 04:23:04,48.177787,11.565942,2019-07-01 05:03:04
83,48.165955,11.531149,2019-07-01 04:43:04,48.178666,11.60271,2019-07-01 05:23:04
84,48.127399,11.630895,2019-07-01 05:03:04,48.137952,11.581624,2019-07-01 05:28:04
85,48.105116,11.528145,2019-07-01 05:08:04,48.139169,11.556219,2019-07-01 05:28:04
86,48.107994,11.539817,2019-07-01 00:28:04,48.181078,11.5544,2019-07-01 05:28:04
87,48.141837,11.488743,2019-07-01 05:18:04,48.174308,11.560661,2019-07-01 05:33:04
88,48.112009,11.587038,2019-07-01 04:58:04,48.136268,11.635733,2019-07-01 05:33:04
89,48.206399,11.564181,2019-07-01 05:13:04,48.181061,11.554401,2019-07-01 05:38:04
90,48.152893,11.578925,2019-07-01 04:33:04,48.066223,11.548935,2019-07-01 05:38:04
91,48.085595,11.518554,2019-07-01 05:13:04,48.142208,11.555559,2019-07-01 05:43:04
57,48.149391,11.458091,2019-07-01 04:43:04,48.134522,11.517193,2019-07-01 05:43:04
92,48.120305,11.521423,2019-07-01 05:38:04,48.143289,11.574213,2019-07-01 05:58:04
93,48.174304,11.582035,2019-07-01 04:33:04,48.141749,11.558462,2019-07-01 05:58:04
94,48.12237,11.562074,2019-07-01 04:43:04,48.186587,11.608761,2019-07-01 05:58:04
95,48.108033,11.566838,2019-07-01 05:23:04,48.204379,11.586058,2019-07-01 05:58:04
96,48.115406,11.47478,2019-07-01 00:08:04,48.148857,11.622641,2019-07-01 05:58:04
97,48.184948,11.559943,2019-07-01 05:48:04,48.176958,11.579175,2019-07-01 06:03:04
61,48.1806,11.51873,2019-07-01 05:23:04,48.192658,11.569491,2019-07-01 06:03:04
15,48.094455,11.510193,2019-07-01 05:48:04,48.095859,11.535468,2019-07-01 06:03:04
98,48.115386,11.475766,2019-07-01 05:43:04,48.192543,11.569499,2019-07-01 06:08:04
99,48.116901,11.532471,2019-07-01 05:48:04,48.089193,11.508794,2019-07-01 06:13:04
100,48.100913,11.520192,2019-07-01 00:23:04,48.113338,11.514834,2019-07-01 06:18:04
83,48.178666,11.60271,2019-07-01 05:38:04,48.188938,11.575865,2019-07-01 06:18:04
101,48.138944,11.617108,2019-07-01 06:03:04,48.127893,11.655271,2019-07-01 06:18:04
102,48.11683,11.534275,2019-07-01 05:33:04,48.182509,11.609569,2019-07-01 06:23:04
103,48.130909,11.482787,2019-07-01 05:48:04,48.101567,11.567203,2019-07-01 06:23:04
104,48.141913,11.557591,2019-07-01 05:48:04,48.123119,11.494678,2019-07-01 06:23:04
105,48.128974,11.614798,2019-07-01 05:43:04,48.147071,11.454983,2019-07-01 06:23:04
106,48.142445,11.606673,2019-07-01 00:28:04,48.160234,11.542942,2019-07-01 06:28:04
107,48.180029,11.54809,2019-07-01 05:48:04,48.120991,11.607633,2019-07-01 06:28:04
108,48.102432,11.587166,2019-07-01 05:38:04,48.160764,11.543923,2019-07-01 06:33:04
109,48.160694,11.553779,2019-07-01 06:08:04,48.178771,11.590048,2019-07-01 06:33:04
110,48.13852,11.606623,2019-07-01 06:08:04,48.163311,11.590229,2019-07-01 06:33:04
111,48.201447,11.568814,2019-07-01 05:58:04,48.092819,11.502796,2019-07-01 06:33:04
112,48.163466,11.588034,2019-07-01 02:33:04,48.250754,11.636396,2019-07-01 06:33:04
113,48.11366,11.602666,2019-07-01 05:18:04,48.04291,11.653982,2019-07-01 06:38:04
82,48.177787,11.565942,2019-07-01 05:18:04,48.18658,11.608745,2019-07-01 06:38:04
114,48.125639,11.590786,2019-07-01 06:08:04,48.090955,11.645058,2019-07-01 06:38:04
4,48.185503,11.557358,2019-07-01 06:13:04,48.140322,11.515724,2019-07-01 06:38:04
115,48.137999,11.503103,2019-07-01 00:33:04,48.144508,11.54451,2019-07-01 06:43:04
17,48.17599,11.586325,2019-07-01 06:03:04,48.138237,11.541305,2019-07-01 06:43:04
42,48.110794,11.547768,2019-07-01 06:18:04,48.155778,11.515135,2019-07-01 06:43:04
116,48.153798,11.51671,2019-07-01 06:13:04,48.192454,11.569501,2019-07-01 06:43:04
71,48.152168,11.6178,2019-07-01 06:23:04,48.192314,11.650769,2019-07-01 06:43:04
117,48.132821,11.60837,2019-07-01 06:03:04,48.149078,11.577661,2019-07-01 06:53:04
118,48.094441,11.573027,2019-07-01 06:13:04,48.144121,11.562949,2019-07-01 06:53:04
119,48.120776,11.53264,2019-07-01 06:28:04,48.143779,11.548873,2019-07-01 06:53:04
74,48.155169,11.557246,2019-07-01 05:38:04,48.166771,11.577511,2019-07-01 06:53:04
120,48.138063,11.488812,2019-07-01 06:13:04,48.164423,11.565297,2019-07-01 06:53:04
121,48.092087,11.651523,2019-07-01 06:13:04,48.117983,11.516431,2019-07-01 06:53:04
86,48.181078,11.5544,2019-07-01 06:33:04,48.189563,11.565861,2019-07-01 06:53:04
122,48.120683,11.614385,2019-07-01 06:18:04,48.163268,11.615494,2019-07-01 06:53:04
123,48.090593,11.528707,2019-07-01 06:28:04,48.115372,11.610979,2019-07-01 06:53:04
87,48.174308,11.560661,2019-07-01 06:28:04,48.114037,11.471665,2019-07-01 06:53:04
124,48.130094,11.539112,2019-07-01 06:43:04,48.147079,11.555024,2019-07-01 06:58:04
125,48.131621,11.62633,2019-07-01 06:18:04,48.188919,11.577958,2019-07-01 06:58:04
126,48.140618,11.494648,2019-07-01 06:43:04,48.141812,11.50923,2019-07-01 06:58:04
127,48.115602,11.594156,2019-07-01 06:38:04,48.138639,11.590373,2019-07-01 07:08:04
128,48.116976,11.526001,2019-07-01 06:28:04,48.160716,11.559416,2019-07-01 07:08:04
129,48.112341,11.506951,2019-07-01 06:13:04,48.192517,11.5695,2019-07-01 07:08:04
62,48.135778,11.497234,2019-07-01 06:43:04,48.0983,11.519264,2019-07-01 07:08:04
130,48.130055,11.496726,2019-07-01 06:58:04,48.132451,11.517169,2019-07-01 07:08:04
131,48.08581,11.502999,2019-07-01 06:18:04,48.08262,11.639518,2019-07-01 07:08:04
83,48.188938,11.575865,2019-07-01 06:28:04,48.11424,11.471827,2019-07-01 07:13:04
132,48.181912,11.582986,2019-07-01 06:43:04,48.125445,11.550171,2019-07-01 07:18:04
133,48.153994,11.523525,2019-07-01 06:53:04,48.13935,11.560056,2019-07-01 07:18:04
4,48.140322,11.515724,2019-07-01 06:53:04,48.168404,11.515353,2019-07-01 07:18:04
134,48.143143,11.617346,2019-07-01 06:53:04,48.144018,11.603343,2019-07-01 07:18:04
135,48.137078,11.545569,2019-07-01 06:43:04,48.097188,11.518833,2019-07-01 07:18:04
23,48.135421,11.542451,2019-07-01 06:18:04,48.112454,11.464492,2019-07-01 07:18:04
44,48.118474,11.531594,2019-07-01 06:53:04,48.148026,11.5561,2019-07-01 07:23:04
17,48.138237,11.541305,2019-07-01 06:58:04,48.144431,11.570081,2019-07-01 07:23:04
21,48.165911,11.531482,2019-07-01 06:58:04,48.158641,11.520086,2019-07-01 07:28:04
136,48.156144,11.561513,2019-07-01 07:08:04,48.178591,11.530217,2019-07-01 07:28:04
137,48.136764,11.538492,2019-07-01 06:38:04,48.182139,11.610373,2019-07-01 07:28:04
67,48.118336,11.553523,2019-07-01 06:43:04,48.152778,11.617826,2019-07-01 07:28:04
57,48.134522,11.517193,2019-07-01 06:43:04,48.101855,11.52828,2019-07-01 07:28:04
138,48.141838,11.487695,2019-07-01 07:18:04,48.138055,11.493177,2019-07-01 07:28:04
139,48.099795,11.529901,2019-07-01 06:58:04,48.148833,11.596901,2019-07-01 07:33:04
140,48.15226,11.578231,2019-07-01 01:33:04,48.12332,11.576106,2019-07-01 07:33:04
141,48.138234,11.538877,2019-07-01 06:13:04,48.192202,11.569512,2019-07-01 07:33:04
142,48.136284,11.502908,2019-07-01 06:53:04,48.162097,11.584872,2019-07-01 07:33:04
143,48.126963,11.539148,2019-07-01 06:43:04,48.121463,11.616002,2019-07-01 07:33:04
127,48.138639,11.590373,2019-07-01 07:13:04,48.137893,11.566899,2019-07-01 07:38:04
144,48.149839,11.60858,2019-07-01 07:08:04,48.137039,11.579194,2019-07-01 07:38:04
145,48.150772,11.509415,2019-07-01 07:13:04,48.141384,11.575262,2019-07-01 07:38:04
66,48.132738,11.525643,2019-07-01 07:18:04,48.123339,11.558006,2019-07-01 07:38:04
146,48.167529,11.508924,2019-07-01 06:03:04,48.168972,11.526293,2019-07-01 07:38:04
147,48.121361,11.534758,2019-07-01 06:58:04,48.177894,11.556898,2019-07-01 07:38:04
148,48.152524,11.528162,2019-07-01 02:23:04,48.099536,11.538223,2019-07-01 07:38:04
149,48.135834,11.538244,2019-07-01 07:13:04,48.133227,11.574684,2019-07-01 07:43:04
150,48.106026,11.60449,2019-07-01 06:53:04,48.126471,11.581467,2019-07-01 07:43:04
151,48.121378,11.53457,2019-07-01 07:33:04,48.132726,11.539662,2019-07-01 07:43:04
74,48.166771,11.577511,2019-07-01 07:23:04,48.191398,11.6004,2019-07-01 07:43:04
152,48.133103,11.610378,2019-07-01 07:23:04,48.148893,11.604225,2019-07-01 07:43:04
153,48.098451,11.516821,2019-07-01 06:58:04,48.088553,11.653126,2019-07-01 07:43:04
128,48.160716,11.559416,2019-07-01 07:08:04,48.25175,11.636781,2019-07-01 07:43:04
154,48.105371,11.604371,2019-07-01 06:58:04,48.19055,11.653944,2019-07-01 07:43:04
155,48.123697,11.539057,2019-07-01 07:08:04,48.181189,11.53354,2019-07-01 07:48:04
41,48.140696,11.518693,2019-07-01 07:08:04,48.165282,11.61019,2019-07-01 07:48:04
156,48.149377,11.530965,2019-07-01 06:38:04,48.148509,11.553308,2019-07-01 07:53:04
117,48.149078,11.577661,2019-07-01 07:18:04,48.179318,11.580142,2019-07-01 07:53:04
58,48.127976,11.567632,2019-07-01 03:53:04,48.183939,11.5971,2019-07-01 07:53:04
157,48.102938,11.592496,2019-07-01 06:38:04,48.093984,11.645215,2019-07-01 07:53:04
158,48.14861,11.62165,2019-07-01 06:53:04,48.091711,11.529813,2019-07-01 07:53:04
159,48.084419,11.508445,2019-07-01 07:13:04,48.134126,11.52223,2019-07-01 07:53:04
160,48.112083,11.504116,2019-07-01 04:23:04,48.262934,11.664321,2019-07-01 07:53:04
161,48.147077,11.530746,2019-07-01 07:28:04,48.131401,11.553571,2019-07-01 07:58:04
162,48.159837,11.559365,2019-07-01 07:08:04,48.131916,11.582286,2019-07-01 07:58:04
163,48.109633,11.580314,2019-07-01 07:28:04,48.132557,11.536563,2019-07-01 07:58:04
42,48.155778,11.515135,2019-07-01 06:58:04,48.183631,11.58692,2019-07-01 07:58:04
143,48.121463,11.616002,2019-07-01 07:53:04,48.121464,11.616002,2019-07-01 07:58:04
164,48.129564,11.538984,2019-07-01 07:28:04,48.102155,11.58204,2019-07-01 07:58:04
165,48.122992,11.593711,2019-07-01 07:23:04,48.142484,11.553463,2019-07-01 08:03:04
166,48.159885,11.522315,2019-07-01 07:28:04,48.184953,11.560018,2019-07-01 08:03:04
167,48.114988,11.566562,2019-07-01 02:23:04,48.267818,11.672788,2019-07-01 08:03:04
168,48.109838,11.529981,2019-07-01 07:28:04,48.139048,11.560171,2019-07-01 08:08:04
132,48.125445,11.550171,2019-07-01 07:43:04,48.142808,11.556623,2019-07-01 08:08:04
169,48.151583,11.537637,2019-07-01 07:48:04,48.142985,11.554327,2019-07-01 08:08:04
170,48.093276,11.513438,2019-07-01 07:28:04,48.143316,11.565657,2019-07-01 08:08:04
171,48.184833,11.558043,2019-07-01 07:33:04,48.139517,11.531271,2019-07-01 08:08:04
125,48.188919,11.577958,2019-07-01 07:48:04,48.192135,11.569525,2019-07-01 08:08:04
172,48.204946,11.586176,2019-07-01 07:53:04,48.189146,11.570358,2019-07-01 08:08:04
4,48.168404,11.515353,2019-07-01 07:28:04,48.192145,11.569514,2019-07-01 08:08:04
173,48.10787,11.535213,2019-07-01 07:13:04,48.088343,11.652186,2019-07-01 08:08:04
86,48.189563,11.565861,2019-07-01 07:08:04,48.096364,11.520383,2019-07-01 08:08:04
174,48.114309,11.538952,2019-07-01 07:18:04,48.129897,11.490023,2019-07-01 08:08:04
175,48.085336,11.51113,2019-07-01 06:43:04,48.131138,11.564139,2019-07-01 08:13:04
176,48.10574,11.535437,2019-07-01 07:38:04,48.144416,11.549096,2019-07-01 08:13:04
177,48.135425,11.489702,2019-07-01 07:18:04,48.135674,11.601924,2019-07-01 08:13:04
178,48.121082,11.532093,2019-07-01 07:33:04,48.177904,11.556816,2019-07-01 08:13:04
179,48.145419,11.61665,2019-07-01 07:28:04,48.150029,11.61988,2019-07-01 08:13:04
66,48.123339,11.558006,2019-07-01 07:38:04,48.117883,11.594256,2019-07-01 08:13:04
180,48.197474,11.625372,2019-07-01 07:48:04,48.263663,11.664464,2019-07-01 08:13:04
181,48.157279,11.511394,2019-07-01 07:33:04,48.177884,11.556814,2019-07-01 08:18:04
182,48.141011,11.492708,2019-07-01 07:18:04,48.09347,11.503114,2019-07-01 08:18:04
70,48.103809,11.539263,2019-07-01 07:43:04,48.112468,11.461037,2019-07-01 08:23:04
183,48.160719,11.561745,2019-07-01 07:13:04,48.131991,11.522412,2019-07-01 08:23:04
184,48.109474,11.609411,2019-07-01 07:43:04,48.088469,11.653379,2019-07-01 08:23:04
126,48.141812,11.50923,2019-07-01 07:48:04,48.138138,11.561356,2019-07-01 08:28:04
185,48.111783,11.528884,2019-07-01 07:43:04,48.139169,11.556665,2019-07-01 08:28:04
141,48.192202,11.569512,2019-07-01 07:48:04,48.137801,11.532076,2019-07-01 08:28:04
144,48.137039,11.579194,2019-07-01 07:58:04,48.135762,11.530762,2019-07-01 08:28:04
124,48.147079,11.555024,2019-07-01 07:38:04,48.088801,11.502905,2019-07-01 08:28:04
186,48.100733,11.566518,2019-07-01 08:03:04,48.134278,11.584684,2019-07-01 08:33:04
187,48.108203,11.539001,2019-07-01 07:38:04,48.136554,11.580899,2019-07-01 08:33:04
121,48.117983,11.516431,2019-07-01 07:38:04,48.125799,11.561023,2019-07-01 08:33:04
188,48.110894,11.527631,2019-07-01 07:48:04,48.142462,11.553572,2019-07-01 08:33:04
189,48.113398,11.577455,2019-07-01 07:18:04,48.147536,11.564919,2019-07-01 08:33:04
68,48.141914,11.557585,2019-07-01 08:03:04,48.157794,11.557299,2019-07-01 08:33:04
190,48.206386,11.582975,2019-07-01 08:18:04,48.203114,11.568236,2019-07-01 08:33:04
191,48.142452,11.610972,2019-07-01 07:43:04,48.173858,11.587836,2019-07-01 08:33:04
134,48.144018,11.603343,2019-07-01 07:53:04,48.175708,11.589511,2019-07-01 08:33:04
192,48.201481,11.591166,2019-07-01 08:08:04,48.201489,11.591242,2019-07-01 08:33:04
193,48.139303,11.626554,2019-07-01 08:13:04,48.121411,11.601707,2019-07-01 08:33:04
108,48.160764,11.543923,2019-07-01 06:43:04,48.095928,11.513867,2019-07-01 08:33:04
21,48.158641,11.520086,2019-07-01 08:03:04,48.135447,11.524185,2019-07-01 08:33:04
194,48.15812,11.538873,2019-07-01 08:28:04,48.157259,11.511398,2019-07-01 08:48:04
195,48.151733,11.611898,2019-07-01 08:23:04,48.16274,11.618127,2019-07-01 08:48:04
196,48.154451,11.524763,2019-07-01 08:38:04,48.147698,11.503329,2019-07-01 09:03:04
61,48.192658,11.569491,2019-07-01 08:38:04,48.177881,11.556763,2019-07-01 09:03:04
175,48.131138,11.564139,2019-07-01 08:18:04,48.114972,11.587246,2019-07-01 09:03:04
62,48.0983,11.519264,2019-07-01 08:43:04,48.095249,11.51073,2019-07-01 09:03:04
151,48.132726,11.539662,2019-07-01 08:08:04,48.040182,11.507472,2019-07-01 09:08:04
197,48.122802,11.535264,2019-07-01 08:03:04,48.144653,11.557591,2019-07-01 09:08:04
198,48.141903,11.557643,2019-07-01 08:38:04,48.152873,11.555691,2019-07-01 09:08:04
199,48.159772,11.522322,2019-07-01 07:43:04,48.144226,11.570803,2019-07-01 09:08:04
107,48.120991,11.607633,2019-07-01 08:33:04,48.125772,11.591096,2019-07-01 09:08:04
185,48.139169,11.556665,2019-07-01 08:28:04,48.130663,11.586814,2019-07-01 09:08:04
143,48.121464,11.616002,2019-07-01 07:58:04,48.139754,11.60283,2019-07-01 09:08:04
162,48.131916,11.582286,2019-07-01 08:38:04,48.121049,11.543621,2019-07-01 09:08:04
136,48.178591,11.530217,2019-07-01 07:43:04,48.156494,11.513006,2019-07-01 09:08:04
52,48.154229,11.582191,2019-07-01 04:13:04,48.178523,11.524429,2019-07-01 09:08:04
172,48.189146,11.570358,2019-07-01 08:08:04,48.185342,11.561308,2019-07-01 09:08:04
200,48.202422,11.585515,2019-07-01 06:53:04,48.20242,11.585514,2019-07-01 09:08:04
201,48.14442,11.618838,2019-07-01 08:08:04,48.189121,11.570229,2019-07-01 09:08:04
74,48.191398,11.6004,2019-07-01 08:23:04,48.181473,11.564959,2019-07-01 09:08:04
202,48.117596,11.522472,2019-07-01 07:58:04,48.150274,11.603869,2019-07-01 09:08:04
140,48.12332,11.576106,2019-07-01 08:18:04,48.150829,11.609094,2019-07-01 09:08:04
147,48.177894,11.556898,2019-07-01 07:53:04,48.156628,11.620628,2019-07-01 09:08:04
203,48.147031,11.614817,2019-07-01 08:08:04,48.116195,11.598149,2019-07-01 09:08:04
204,48.201785,11.566921,2019-07-01 04:38:04,48.117606,11.607766,2019-07-01 09:08:04
146,48.168972,11.526293,2019-07-01 08:18:04,48.101774,11.558073,2019-07-01 09:08:04
205,48.124948,11.535738,2019-07-01 08:18:04,48.10034,11.528329,2019-07-01 09:08:04
206,48.155867,11.544715,2019-07-01 07:33:04,48.102105,11.523201,2019-07-01 09:08:04
207,48.187256,11.606181,2019-07-01 04:38:04,48.202674,11.564127,2019-07-01 09:08:04
208,48.196659,11.624853,2019-07-01 08:48:04,48.250575,11.635709,2019-07-01 09:08:04
181,48.177884,11.556814,2019-07-01 08:23:04,48.251806,11.636507,2019-07-01 09:08:04
30,48.174545,11.58093,2019-07-01 07:58:04,48.250754,11.631139,2019-07-01 09:08:04
209,48.105922,11.573571,2019-07-01 04:43:04,48.25037,11.631068,2019-07-01 09:08:04
