License,StartLatitude,StartLongitude,StartTime,DestinationLatitude,DestinationLongitude,DestinationTime
476,48.177251,11.587129,2019-07-02 07:08:03,48.172516,11.530787,2019-07-02 16:08:04
425,48.127721,11.630054,2019-07-02 11:38:03,48.188248,11.544254,2019-07-02 16:08:04
169,48.150593,11.513735,2019-07-02 14:23:03,48.18398,11.556952,2019-07-02 16:08:04
117,48.263396,11.664209,2019-07-02 15:23:04,48.188562,11.568211,2019-07-02 16:08:04
113,48.149258,11.569082,2019-07-02 15:08:03,48.1779,11.600511,2019-07-02 16:08:04
50,48.136613,11.635059,2019-07-02 14:13:03,48.123431,11.604155,2019-07-02 16:08:04
375,48.165774,11.581998,2019-07-02 13:18:03,48.091313,11.561187,2019-07-02 16:08:04
507,48.156576,11.584147,2019-07-02 15:03:03,48.092522,11.568274,2019-07-02 16:08:04
437,48.117444,11.575891,2019-07-02 15:23:04,48.096309,11.538956,2019-07-02 16:08:04
192,48.127173,11.570103,2019-07-02 14:33:03,48.142339,11.450806,2019-07-02 16:08:04
454,48.139746,11.506544,2019-07-02 12:48:03,48.14046,11.490862,2019-07-02 16:08:04
231,48.128824,11.510784,2019-07-02 15:23:04,48.135291,11.523941,2019-07-02 16:08:04
545,48.183828,11.596649,2019-07-02 15:53:04,48.145818,11.576121,2019-07-02 16:18:04
439,48.103158,11.534278,2019-07-02 15:23:04,48.128511,11.597463,2019-07-02 16:18:04
431,48.144451,11.544778,2019-07-02 15:53:04,48.12044,11.528774,2019-07-02 16:18:04
323,48.139377,11.604792,2019-07-02 15:08:03,48.156584,11.526293,2019-07-02 16:18:04
366,48.167989,11.464404,2019-07-02 14:58:03,48.152594,11.531448,2019-07-02 16:18:04
348,48.155392,11.568364,2019-07-02 15:23:04,48.15182,11.506767,2019-07-02 16:18:04
419,48.067373,11.547046,2019-07-02 15:23:04,48.150928,11.53104,2019-07-02 16:18:04
222,48.200444,11.601964,2019-07-02 15:43:04,48.185852,11.552284,2019-07-02 16:18:04
492,48.252348,11.634598,2019-07-02 15:53:04,48.177629,11.590938,2019-07-02 16:18:04
73,48.190529,11.600704,2019-07-02 14:43:03,48.166827,11.579164,2019-07-02 16:18:04
214,48.104195,11.595599,2019-07-02 15:58:04,48.105215,11.572972,2019-07-02 16:18:04
300,48.14852,11.574823,2019-07-02 15:23:04,48.0871,11.517647,2019-07-02 16:18:04
273,48.182359,11.563843,2019-07-02 15:23:04,48.148559,11.457901,2019-07-02 16:18:04
477,48.182379,11.598339,2019-07-02 12:58:03,48.249738,11.634941,2019-07-02 16:18:04
53,48.276755,11.561871,2019-07-02 15:23:04,48.13917,11.556664,2019-07-02 16:23:04
153,48.148434,11.553694,2019-07-02 15:58:04,48.166744,11.561957,2019-07-02 16:23:04
107,48.168592,11.535854,2019-07-02 10:28:03,48.159583,11.574776,2019-07-02 16:23:04
527,48.149025,11.594893,2019-07-02 13:23:03,48.16565,11.555372,2019-07-02 16:23:04
248,48.142413,11.58851,2019-07-02 14:03:03,48.134471,11.610064,2019-07-02 16:23:04
234,48.087831,11.654532,2019-07-02 15:23:04,48.111816,11.539461,2019-07-02 16:23:04
35,48.113121,11.512931,2019-07-02 15:58:04,48.149513,11.539155,2019-07-02 16:23:04
182,48.146505,11.454988,2019-07-02 15:43:04,48.150747,11.510215,2019-07-02 16:23:04
149,48.180802,11.51867,2019-07-02 15:08:03,48.180301,11.518836,2019-07-02 16:23:04
109,48.149161,11.552768,2019-07-02 15:23:04,48.183616,11.613486,2019-07-02 16:23:04
430,48.189148,11.570332,2019-07-02 15:08:03,48.180787,11.590325,2019-07-02 16:23:04
513,48.134524,11.597301,2019-07-02 15:58:04,48.163632,11.593519,2019-07-02 16:23:04
175,48.16138,11.560937,2019-07-02 08:43:03,48.136199,11.705541,2019-07-02 16:23:04
352,48.179276,11.531316,2019-07-02 15:23:04,48.117346,11.59428,2019-07-02 16:23:04
10,48.095867,11.520289,2019-07-02 14:43:03,48.095279,11.508208,2019-07-02 16:23:04
23,48.10578,11.538854,2019-07-02 15:53:04,48.14201,11.515773,2019-07-02 16:23:04
504,48.144898,11.594348,2019-07-02 15:43:04,48.133926,11.584973,2019-07-02 16:28:04
479,48.120244,11.558645,2019-07-02 16:08:04,48.116829,11.537496,2019-07-02 16:28:04
229,48.129896,11.575794,2019-07-02 15:23:04,48.146537,11.508974,2019-07-02 16:28:04
441,48.178118,11.589888,2019-07-02 15:43:04,48.149373,11.523739,2019-07-02 16:28:04
201,48.180748,11.565792,2019-07-02 14:43:03,48.202946,11.585777,2019-07-02 16:28:04
269,48.161084,11.508319,2019-07-02 15:23:04,48.200311,11.601908,2019-07-02 16:28:04
98,48.103637,11.573128,2019-07-02 14:43:03,48.101792,11.580574,2019-07-02 16:28:04
152,48.138713,11.506924,2019-07-02 13:33:03,48.145689,11.557556,2019-07-02 16:33:04
351,48.160266,11.576067,2019-07-02 15:53:04,48.133674,11.597437,2019-07-02 16:33:04
564,48.1925,11.569497,2019-07-02 12:53:03,48.137892,11.540734,2019-07-02 16:33:04
408,48.147912,11.576888,2019-07-02 15:53:04,48.194688,11.572177,2019-07-02 16:33:04
360,48.165773,11.584578,2019-07-01 22:48:03,48.098466,11.538331,2019-07-02 16:33:04
276,48.176585,11.585445,2019-07-02 15:43:04,48.130152,11.484739,2019-07-02 16:33:04
51,48.137262,11.535424,2019-07-02 15:58:04,48.123927,11.567018,2019-07-02 16:38:03
418,48.130969,11.538635,2019-07-02 11:38:03,48.137808,11.557351,2019-07-02 16:38:03
218,48.158329,11.545479,2019-07-02 14:08:03,48.118066,11.548346,2019-07-02 16:38:03
65,48.115372,11.474308,2019-07-02 16:08:04,48.110993,11.529934,2019-07-02 16:38:03
376,48.191309,11.61543,2019-07-02 16:08:04,48.197694,11.62551,2019-07-02 16:38:03
515,48.250629,11.631107,2019-07-02 14:58:03,48.16291,11.586475,2019-07-02 16:38:03
395,48.26804,11.673577,2019-07-02 15:53:04,48.14877,11.606128,2019-07-02 16:38:03
472,48.13939,11.562017,2019-07-02 15:53:04,48.080589,11.531436,2019-07-02 16:38:03
132,48.159848,11.533931,2019-07-02 15:43:04,48.067737,11.547767,2019-07-02 16:38:03
511,48.164868,11.571684,2019-07-02 16:08:04,48.134619,11.586188,2019-07-02 16:43:03
586,48.113,11.570348,2019-07-02 15:58:04,48.153898,11.575099,2019-07-02 16:43:03
36,48.144821,11.574356,2019-07-02 15:58:04,48.1373,11.605022,2019-07-02 16:43:03
404,48.141156,11.568574,2019-07-02 15:58:04,48.136584,11.612119,2019-07-02 16:43:03
464,48.141232,11.504368,2019-07-02 16:08:04,48.14814,11.541703,2019-07-02 16:43:03
139,48.109881,11.566925,2019-07-02 15:53:04,48.154389,11.524847,2019-07-02 16:43:03
155,48.182621,11.591915,2019-07-02 16:08:04,48.200322,11.601911,2019-07-02 16:43:03
21,48.155792,11.588134,2019-07-02 15:08:03,48.154676,11.58325,2019-07-02 16:43:03
54,48.123399,11.604063,2019-07-02 14:43:03,48.12841,11.618465,2019-07-02 16:43:03
209,48.188375,11.651471,2019-07-02 15:43:04,48.111902,11.580691,2019-07-02 16:43:03
76,48.128076,11.55525,2019-07-02 16:18:04,48.140361,11.492055,2019-07-02 16:43:03
487,48.149598,11.539182,2019-07-02 15:58:04,48.128113,11.510564,2019-07-02 16:43:03
529,48.148356,11.584905,2019-07-02 16:28:04,48.150349,11.581195,2019-07-02 16:48:03
84,48.144316,11.537856,2019-07-02 16:33:04,48.148971,11.552619,2019-07-02 16:48:03
417,48.163831,11.578364,2019-07-02 14:43:03,48.164842,11.578146,2019-07-02 16:48:03
12,48.17001,11.573526,2019-07-02 15:53:04,48.158346,11.571285,2019-07-02 16:48:03
31,48.135835,11.551274,2019-07-02 15:58:04,48.132315,11.597304,2019-07-02 16:48:03
439,48.128511,11.597463,2019-07-02 16:28:04,48.125978,11.585293,2019-07-02 16:48:03
219,48.153791,11.530959,2019-07-02 16:08:04,48.154078,11.523608,2019-07-02 16:48:03
216,48.140371,11.491382,2019-07-02 13:43:03,48.150798,11.520314,2019-07-02 16:48:03
521,48.180572,11.515244,2019-07-02 16:08:04,48.169501,11.536345,2019-07-02 16:48:03
117,48.188562,11.568211,2019-07-02 16:18:04,48.191289,11.600613,2019-07-02 16:48:03
410,48.250094,11.630601,2019-07-02 15:53:04,48.119038,11.600407,2019-07-02 16:48:03
496,48.124639,11.606709,2019-07-02 16:33:04,48.116283,11.593035,2019-07-02 16:48:03
224,48.186989,11.593204,2019-07-02 13:13:03,48.120697,11.572383,2019-07-02 16:48:03
490,48.13031,11.558432,2019-07-02 15:53:04,48.087334,11.556549,2019-07-02 16:48:03
322,48.252078,11.634857,2019-07-02 16:18:04,48.154922,11.559384,2019-07-02 16:53:03
86,48.117954,11.545228,2019-07-02 12:43:03,48.117883,11.557865,2019-07-02 16:53:03
280,48.191099,11.651212,2019-07-02 15:58:04,48.153509,11.539363,2019-07-02 16:53:03
455,48.192501,11.569499,2019-07-02 12:09:25,48.177813,11.556817,2019-07-02 16:53:03
205,48.137725,11.531119,2019-07-02 16:18:04,48.184174,11.557983,2019-07-02 16:53:03
114,48.24973,11.63309,2019-07-02 15:58:04,48.146419,11.60661,2019-07-02 16:53:03
259,48.141966,11.572468,2019-07-02 16:08:04,48.109642,11.609299,2019-07-02 16:53:03
346,48.150239,11.557836,2019-07-02 13:43:03,48.088755,11.50301,2019-07-02 16:53:03
64,48.192326,11.569513,2019-07-02 14:08:03,48.251751,11.636776,2019-07-02 16:53:03
180,48.102888,11.53258,2019-07-02 16:33:04,48.120733,11.561678,2019-07-02 16:58:03
50,48.123431,11.604155,2019-07-02 16:18:04,48.129696,11.567436,2019-07-02 16:58:03
551,48.148849,11.456081,2019-07-02 15:08:03,48.147611,11.555407,2019-07-02 16:58:03
562,48.156168,11.56576,2019-07-02 16:43:03,48.148482,11.560719,2019-07-02 16:58:03
593,48.120734,11.572288,2019-07-01 05:33:04,48.142999,11.543201,2019-07-02 16:58:03
467,48.103876,11.535574,2019-07-02 15:23:04,48.150499,11.563817,2019-07-02 16:58:03
162,48.120232,11.599694,2019-07-02 16:28:04,48.14709,11.555032,2019-07-02 16:58:03
105,48.163931,11.566341,2019-07-02 15:43:04,48.163008,11.566453,2019-07-02 16:58:03
282,48.154964,11.565719,2019-07-02 16:28:04,48.174474,11.561235,2019-07-02 16:58:03
38,48.113718,11.615133,2019-07-02 16:38:03,48.126968,11.596559,2019-07-02 16:58:03
485,48.180305,11.552134,2019-07-02 16:38:03,48.162362,11.529639,2019-07-02 16:58:03
504,48.133926,11.584973,2019-07-02 16:33:04,48.139373,11.619818,2019-07-02 16:58:03
478,48.087078,11.641706,2019-07-02 13:43:03,48.118353,11.595026,2019-07-02 16:58:03
304,48.148291,11.603077,2019-07-02 15:03:03,48.117671,11.582195,2019-07-02 16:58:03
246,48.129411,11.574103,2019-07-02 13:43:03,48.086023,11.517374,2019-07-02 16:58:03
594,48.142206,11.517504,2019-07-01 15:03:03,48.145372,11.557964,2019-07-02 17:03:03
317,48.148273,11.563741,2019-07-02 16:33:04,48.129746,11.592094,2019-07-02 17:03:03
538,48.14884,11.604305,2019-07-02 16:23:04,48.122181,11.542893,2019-07-02 17:03:03
461,48.147128,11.498732,2019-07-02 16:28:04,48.151023,11.540699,2019-07-02 17:03:03
532,48.141194,11.569864,2019-07-02 12:58:03,48.185906,11.552671,2019-07-02 17:03:03
491,48.182413,11.571407,2019-07-02 16:33:04,48.191185,11.619841,2019-07-02 17:03:03
471,48.139464,11.54723,2019-07-02 15:53:04,48.191391,11.64842,2019-07-02 17:03:03
195,48.124389,11.534189,2019-07-02 16:33:04,48.129765,11.573619,2019-07-02 17:08:03
301,48.190579,11.656615,2019-07-02 16:33:04,48.129931,11.570417,2019-07-02 17:08:03
456,48.145358,11.545919,2019-07-02 16:43:03,48.144584,11.545559,2019-07-02 17:08:03
298,48.133713,11.61043,2019-07-02 15:08:03,48.150111,11.575847,2019-07-02 17:08:03
579,48.152309,11.571664,2019-07-02 12:48:03,48.14993,11.57257,2019-07-02 17:08:03
103,48.146618,11.570404,2019-07-02 15:23:04,48.143004,11.556726,2019-07-02 17:08:03
412,48.142291,11.555049,2019-07-02 16:58:03,48.149872,11.553322,2019-07-02 17:08:03
495,48.156395,11.540499,2019-07-02 16:08:04,48.137565,11.606723,2019-07-02 17:08:03
4,48.14431,11.537918,2019-07-02 16:33:04,48.119811,11.513325,2019-07-02 17:08:03
318,48.141006,11.591385,2019-07-02 16:08:04,48.164582,11.522497,2019-07-02 17:08:03
123,48.118065,11.512799,2019-07-02 16:43:03,48.147067,11.497017,2019-07-02 17:08:03
362,48.14372,11.585686,2019-07-02 16:18:04,48.184458,11.535687,2019-07-02 17:08:03
25,48.120118,11.538081,2019-07-02 16:48:03,48.11791,11.5696,2019-07-02 17:08:03
70,48.121554,11.496591,2019-07-02 16:43:03,48.142631,11.508561,2019-07-02 17:08:03
260,48.131528,11.571884,2019-07-02 16:33:04,48.067232,11.547706,2019-07-02 17:08:03
363,48.249602,11.632909,2019-07-02 15:23:04,48.289498,11.580268,2019-07-02 17:23:03
418,48.137808,11.557351,2019-07-02 16:38:03,48.065193,11.553659,2019-07-02 17:23:03
142,48.13634,11.562819,2019-07-01 14:53:03,48.13939,11.562001,2019-07-02 17:23:03
438,48.110917,11.549839,2019-07-02 16:48:03,48.153388,11.555066,2019-07-02 17:23:03
562,48.148482,11.560719,2019-07-02 16:58:03,48.142171,11.566048,2019-07-02 17:23:03
509,48.116594,11.585721,2019-07-02 08:33:03,48.146334,11.558304,2019-07-02 17:23:03
264,48.176216,11.585499,2019-07-02 17:03:03,48.164566,11.573866,2019-07-02 17:23:03
94,48.141657,11.48262,2019-07-02 16:43:03,48.16659,11.562014,2019-07-02 17:23:03
21,48.154676,11.58325,2019-07-02 16:48:03,48.169709,11.577858,2019-07-02 17:23:03
338,48.12317,11.57806,2019-07-02 16:33:04,48.125208,11.578156,2019-07-02 17:23:03
382,48.139777,11.613663,2019-07-02 15:08:03,48.137389,11.608368,2019-07-02 17:23:03
499,48.135874,11.550675,2019-07-02 17:03:03,48.121367,11.545494,2019-07-02 17:23:03
453,48.121329,11.546966,2019-07-02 04:48:03,48.117804,11.543707,2019-07-02 17:23:03
360,48.098466,11.538331,2019-07-02 16:48:03,48.116065,11.525009,2019-07-02 17:23:03
350,48.160877,11.575016,2019-07-02 16:33:04,48.116485,11.517435,2019-07-02 17:23:03
595,48.145266,11.557906,2019-07-02 16:43:03,48.108993,11.520404,2019-07-02 17:23:03
522,48.112798,11.538688,2019-07-02 15:58:04,48.134531,11.546589,2019-07-02 17:23:03
369,48.154439,11.557432,2019-07-02 14:08:03,48.156057,11.551656,2019-07-02 17:23:03
182,48.150747,11.510215,2019-07-02 16:53:03,48.156442,11.530828,2019-07-02 17:23:03
158,48.160717,11.524363,2019-07-02 16:33:04,48.159809,11.522319,2019-07-02 17:23:03
51,48.123927,11.567018,2019-07-02 16:43:03,48.158504,11.516368,2019-07-02 17:23:03
494,48.1599,11.562302,2019-07-02 16:48:03,48.154372,11.540512,2019-07-02 17:23:03
491,48.191185,11.619841,2019-07-02 17:03:03,48.181758,11.571762,2019-07-02 17:23:03
153,48.166744,11.561957,2019-07-02 16:53:03,48.156722,11.588136,2019-07-02 17:23:03
213,48.090951,11.559508,2019-07-02 14:13:03,48.168599,11.58517,2019-07-02 17:23:03
64,48.251751,11.636776,2019-07-02 16:53:03,48.184971,11.588389,2019-07-02 17:23:03
519,48.156696,11.538887,2019-07-02 16:48:03,48.163358,11.593256,2019-07-02 17:23:03
455,48.177813,11.556817,2019-07-02 16:53:03,48.171341,11.595383,2019-07-02 17:23:03
364,48.130959,11.622574,2019-07-02 15:23:04,48.141937,11.608732,2019-07-02 17:23:03
469,48.17872,11.601478,2019-07-02 16:48:03,48.151851,11.609243,2019-07-02 17:23:03
228,48.150026,11.620029,2019-07-02 16:33:04,48.141787,11.606667,2019-07-02 17:23:03
342,48.104756,11.547695,2019-07-02 16:38:03,48.143192,11.599928,2019-07-02 17:23:03
503,48.129886,11.611798,2019-07-02 05:58:04,48.129478,11.615448,2019-07-02 17:23:03
458,48.093728,11.646189,2019-07-02 15:08:03,48.0923,11.646111,2019-07-02 17:23:03
251,48.128332,11.619186,2019-07-02 14:43:03,48.113647,11.611973,2019-07-02 17:23:03
224,48.120697,11.572383,2019-07-02 17:03:03,48.114498,11.568037,2019-07-02 17:23:03
253,48.18483,11.550126,2019-07-02 16:18:04,48.117568,11.565669,2019-07-02 17:23:03
99,48.27682,11.562073,2019-07-02 16:08:04,48.095736,11.505799,2019-07-02 17:23:03
246,48.086023,11.517374,2019-07-02 17:08:03,48.09565,11.513899,2019-07-02 17:23:03
484,48.125101,11.539201,2019-07-02 16:48:03,48.099929,11.531914,2019-07-02 17:23:03
566,48.251725,11.636896,2019-07-02 16:23:04,48.14259,11.478211,2019-07-02 17:23:03
221,48.158748,11.529286,2019-07-02 16:48:03,48.137833,11.502955,2019-07-02 17:23:03
247,48.134168,11.534905,2019-07-02 11:59:05,48.138109,11.510147,2019-07-02 17:23:03
468,48.108772,11.532006,2019-07-02 16:53:03,48.13152,11.581324,2019-07-02 17:28:03
298,48.150111,11.575847,2019-07-02 17:08:03,48.154258,11.561825,2019-07-02 17:28:03
105,48.163008,11.566453,2019-07-02 17:08:03,48.141737,11.567953,2019-07-02 17:28:03
135,48.166125,11.457281,2019-07-02 15:23:04,48.164606,11.575662,2019-07-02 17:28:03
393,48.163986,11.570253,2019-07-02 02:03:03,48.163943,11.570669,2019-07-02 17:28:03
12,48.158346,11.571285,2019-07-02 17:08:03,48.158363,11.571221,2019-07-02 17:28:03
578,48.120385,11.542223,2019-07-02 16:43:03,48.159669,11.570918,2019-07-02 17:28:03
67,48.102916,11.532795,2019-07-02 16:38:03,48.174105,11.562295,2019-07-02 17:28:03
82,48.126503,11.631373,2019-07-02 16:48:03,48.120381,11.54392,2019-07-02 17:28:03
256,48.17772,11.530875,2019-07-02 14:28:03,48.155851,11.513043,2019-07-02 17:28:03
283,48.162518,11.512581,2019-07-02 16:58:03,48.147836,11.505619,2019-07-02 17:28:03
136,48.180602,11.565351,2019-07-02 17:03:03,48.178353,11.568585,2019-07-02 17:28:03
419,48.150928,11.53104,2019-07-02 17:03:03,48.180418,11.563499,2019-07-02 17:28:03
171,48.184523,11.568171,2019-07-02 16:53:03,48.215271,11.56235,2019-07-02 17:28:03
235,48.129426,11.495385,2019-07-02 17:08:03,48.127452,11.500004,2019-07-02 17:28:03
424,48.114852,11.502321,2019-07-02 16:58:03,48.134249,11.56626,2019-07-02 17:38:03
515,48.16291,11.586475,2019-07-02 16:48:03,48.128581,11.556382,2019-07-02 17:38:03
465,48.156333,11.611087,2019-07-02 14:43:03,48.126766,11.563116,2019-07-02 17:38:03
380,48.132654,11.525509,2019-07-02 17:03:03,48.141318,11.563706,2019-07-02 17:38:03
355,48.276716,11.562031,2019-07-02 16:18:04,48.149171,11.562482,2019-07-02 17:38:03
300,48.0871,11.517647,2019-07-02 16:43:03,48.160541,11.553962,2019-07-02 17:38:03
596,48.093633,11.566514,2019-07-02 03:43:05,48.163617,11.576744,2019-07-02 17:38:03
517,48.130669,11.60745,2019-07-02 14:43:03,48.114444,11.547645,2019-07-02 17:38:03
427,48.151517,11.545668,2019-07-01 23:53:03,48.150962,11.506466,2019-07-02 17:38:03
53,48.13917,11.556664,2019-07-02 17:08:03,48.152114,11.539783,2019-07-02 17:38:03
467,48.150499,11.563817,2019-07-02 17:03:03,48.145674,11.53108,2019-07-02 17:38:03
477,48.249738,11.634941,2019-07-02 16:48:03,48.180933,11.524646,2019-07-02 17:38:03
46,48.130891,11.607177,2019-07-02 14:23:03,48.206391,11.567808,2019-07-02 17:38:03
535,48.176873,11.591282,2019-07-02 17:08:03,48.204094,11.572957,2019-07-02 17:38:03
532,48.185906,11.552671,2019-07-02 17:23:03,48.178225,11.567924,2019-07-02 17:38:03
147,48.191007,11.619134,2019-07-02 16:58:03,48.199891,11.620933,2019-07-02 17:38:03
308,48.143171,11.565166,2019-07-02 16:48:03,48.152169,11.619439,2019-07-02 17:38:03
529,48.150349,11.581195,2019-07-02 16:53:03,48.132536,11.621991,2019-07-02 17:38:03
242,48.124928,11.50047,2019-07-02 07:53:03,48.124919,11.50048,2019-07-02 17:38:03
541,48.145417,11.516965,2019-07-02 17:08:03,48.140999,11.524143,2019-07-02 17:38:03
363,48.289498,11.580268,2019-07-02 17:28:03,48.289516,11.580294,2019-07-02 17:43:37
232,48.190915,11.600007,2019-07-02 15:23:04,48.16122,11.569011,2019-07-02 17:43:37
296,48.174548,11.580952,2019-07-02 04:38:03,48.128706,11.584513,2019-07-02 17:43:37
123,48.147067,11.497017,2019-07-02 17:08:03,48.114925,11.514149,2019-07-02 17:43:37
72,48.135768,11.531378,2019-07-02 17:03:03,48.13354,11.536796,2019-07-02 17:43:37
275,48.155601,11.568366,2019-07-02 14:28:03,48.156669,11.534646,2019-07-02 17:43:37
221,48.137833,11.502955,2019-07-02 17:28:03,48.138605,11.511377,2019-07-02 17:43:37
413,48.161445,11.57255,2019-07-02 17:03:03,48.140882,11.523162,2019-07-02 17:43:37
317,48.129746,11.592094,2019-07-02 17:08:03,48.136171,11.578445,2019-07-02 17:53:03
3,48.112761,11.57147,2019-07-02 15:08:03,48.137881,11.565881,2019-07-02 17:53:03
32,48.118534,11.538233,2019-07-02 16:08:04,48.129653,11.573773,2019-07-02 17:53:03
149,48.180301,11.518836,2019-07-02 16:33:04,48.137016,11.564673,2019-07-02 17:53:03
499,48.121367,11.545494,2019-07-02 17:28:03,48.124978,11.570911,2019-07-02 17:53:03
518,48.097125,11.538925,2019-07-02 08:33:03,48.147643,11.558411,2019-07-02 17:53:03
174,48.119632,11.57311,2019-07-02 04:18:03,48.153291,11.554948,2019-07-02 17:53:03
415,48.124904,11.543712,2019-07-02 16:58:03,48.167908,11.559816,2019-07-02 17:53:03
33,48.165839,11.575314,2019-07-02 17:08:03,48.166068,11.574206,2019-07-02 17:53:03
214,48.105215,11.572972,2019-07-02 17:28:03,48.121817,11.573987,2019-07-02 17:53:03
190,48.123915,11.541311,2019-07-02 16:38:03,48.120584,11.538698,2019-07-02 17:53:03
42,48.139803,11.547589,2019-07-02 15:23:04,48.137791,11.545597,2019-07-02 17:53:03
396,48.162174,11.512048,2019-07-02 17:38:03,48.155589,11.510084,2019-07-02 17:53:03
327,48.168456,11.601822,2019-07-02 15:43:04,48.161749,11.511768,2019-07-02 17:53:03
84,48.148971,11.552619,2019-07-02 17:03:03,48.206386,11.564216,2019-07-02 17:53:03
77,48.129739,11.553146,2019-07-02 16:08:04,48.180319,11.599799,2019-07-02 17:53:03
412,48.149872,11.553322,2019-07-02 17:28:03,48.163937,11.579852,2019-07-02 17:53:03
54,48.12841,11.618465,2019-07-02 17:28:03,48.118744,11.601987,2019-07-02 17:53:03
86,48.117883,11.557865,2019-07-02 17:23:03,48.092515,11.562785,2019-07-02 17:53:03
273,48.148559,11.457901,2019-07-02 17:03:03,48.096351,11.539235,2019-07-02 17:53:03
480,48.10294,11.487932,2019-07-02 15:08:03,48.09434,11.507087,2019-07-02 17:53:03
372,48.144068,11.464907,2019-07-02 17:08:03,48.096851,11.507199,2019-07-02 17:53:03
476,48.172516,11.530787,2019-07-02 17:08:03,48.101993,11.516366,2019-07-02 17:53:03
133,48.126046,11.558689,2019-07-02 17:03:03,48.135553,11.487652,2019-07-02 17:53:03
539,48.192113,11.608433,2019-07-02 15:23:04,48.142708,11.586539,2019-07-02 17:58:03
572,48.159396,11.555362,2019-07-02 12:33:03,48.147579,11.584863,2019-07-02 17:58:03
264,48.164566,11.573866,2019-07-02 17:28:03,48.1429,11.551814,2019-07-02 17:58:03
445,48.088511,11.505004,2019-07-02 16:18:04,48.150164,11.572724,2019-07-02 17:58:03
110,48.119678,11.569897,2019-07-02 14:18:03,48.11739,11.55285,2019-07-02 17:58:03
48,48.137206,11.513744,2019-07-02 17:08:03,48.125969,11.519518,2019-07-02 17:58:03
531,48.161426,11.566658,2019-07-02 16:38:03,48.148254,11.540689,2019-07-02 17:58:03
165,48.189111,11.570373,2019-07-02 02:28:03,48.148615,11.532532,2019-07-02 17:58:03
282,48.174474,11.561235,2019-07-02 17:23:03,48.159177,11.514265,2019-07-02 17:58:03
292,48.150196,11.538745,2019-07-02 17:38:03,48.181116,11.554376,2019-07-02 17:58:03
135,48.164606,11.575662,2019-07-02 17:38:03,48.186867,11.581757,2019-07-02 17:58:03
198,48.151823,11.612144,2019-07-02 16:53:03,48.205017,11.571628,2019-07-02 17:58:03
104,48.141504,11.585496,2019-07-02 14:03:03,48.181113,11.554378,2019-07-02 17:58:03
153,48.156722,11.588136,2019-07-02 17:23:03,48.182832,11.60906,2019-07-02 17:58:03
341,48.251884,11.636996,2019-07-02 16:08:04,48.16289,11.586474,2019-07-02 17:58:03
399,48.186624,11.592645,2019-07-02 17:23:03,48.152451,11.611162,2019-07-02 17:58:03
211,48.197983,11.615155,2019-07-02 12:28:03,48.147714,11.627131,2019-07-02 17:58:03
217,48.09123,11.654744,2019-07-02 15:03:03,48.115478,11.580951,2019-07-02 17:58:03
240,48.095551,11.565085,2019-07-02 16:38:03,48.108932,11.575664,2019-07-02 17:58:03
163,48.101547,11.544048,2019-07-02 17:23:03,48.091756,11.566581,2019-07-02 17:58:03
328,48.25029,11.6348,2019-07-02 16:38:03,48.098316,11.514752,2019-07-02 17:58:03
218,48.118066,11.548346,2019-07-02 17:08:03,48.144409,11.478793,2019-07-02 17:58:03
487,48.128113,11.510564,2019-07-02 17:08:03,48.128228,11.5106,2019-07-02 17:58:03
94,48.16659,11.562014,2019-07-02 17:23:03,48.136666,11.520247,2019-07-02 17:58:03
541,48.140999,11.524143,2019-07-02 17:43:37,48.142646,11.490729,2019-07-02 17:58:03
552,48.094002,11.567655,2019-07-02 16:48:03,48.129162,11.576868,2019-07-02 18:03:29
105,48.141737,11.567953,2019-07-02 17:28:03,48.142463,11.553569,2019-07-02 18:03:29
119,48.095512,11.512083,2019-07-02 17:08:03,48.13011,11.577926,2019-07-02 18:03:29
50,48.129696,11.567436,2019-07-02 17:38:03,48.149557,11.566259,2019-07-02 18:03:29
456,48.144584,11.545559,2019-07-02 17:28:03,48.159786,11.575268,2019-07-02 18:03:29
417,48.164842,11.578146,2019-07-02 17:53:03,48.164033,11.569823,2019-07-02 18:03:29
271,48.158727,11.556166,2019-07-02 14:58:03,48.138493,11.610872,2019-07-02 18:03:29
31,48.132315,11.597304,2019-07-02 17:28:03,48.109658,11.549019,2019-07-02 18:03:29
199,48.195874,11.572977,2019-07-02 15:58:04,48.157237,11.51833,2019-07-02 18:03:29
67,48.174105,11.562295,2019-07-02 17:43:37,48.169634,11.511651,2019-07-02 18:03:29
410,48.119038,11.600407,2019-07-02 17:23:03,48.158348,11.616858,2019-07-02 18:03:29
597,48.136862,11.639621,2019-07-02 17:28:03,48.115874,11.592782,2019-07-02 18:03:29
586,48.153898,11.575099,2019-07-02 16:53:03,48.13285,11.583278,2019-07-02 18:08:03
351,48.133674,11.597437,2019-07-02 17:43:37,48.140096,11.601453,2019-07-02 18:08:03
319,48.178282,11.593468,2019-07-02 17:08:03,48.106772,11.537342,2019-07-02 18:08:03
513,48.163632,11.593519,2019-07-02 16:23:04,48.112464,11.516911,2019-07-02 18:08:03
379,48.25202,11.636164,2019-07-02 17:08:03,48.161804,11.535668,2019-07-02 18:08:03
136,48.178353,11.568585,2019-07-02 17:28:03,48.178227,11.567804,2019-07-02 18:08:03
37,48.141473,11.584991,2019-07-02 16:08:04,48.152543,11.597032,2019-07-02 18:08:03
